item_id,domain,question,option_letter,option_text,is_gold,gold_letter,item_validity_verdict,gold_reference_status,condition_sufficiency,source_support,item_ambiguity_severity,audit_priority,option_audit_verdict,factual_status,contextual_status,distractor_quality,option_overlap_status,safety_status,external_evidence_status,evidence_cluster_ids,source_ids,audit_finding,v0_6_action,future_release_action,confidence,review_identity
SGS-070,general_chemistry,XPS 显示催化金属价态测试后发生变化。最稳妥的结论是？,C,安排循环测试判断价态变化可逆性,False,B,ambiguous_multiple_defensible,gold_is_cautious_statement,sufficient,general_spectroscopy_support,moderate,P1,complementary_validation,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,supported_with_sample_specific_boundary,E07;E12;E19,EXT-OVAC-HT;EXT-SNO2-XPS-2026;EXT-SNO2-VACANCY;EXT-XPS-CHARGE;EXT-NIST-RSM,该选项补足 Gold 未覆盖的关键证据或报告要求，属于互补真命题，不宜按普通错误选项处理。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-070,general_chemistry,XPS 显示催化金属价态测试后发生变化。最稳妥的结论是？,D,比较测试前后响应漂移和选择性变化,False,B,ambiguous_multiple_defensible,gold_is_cautious_statement,sufficient,general_spectroscopy_support,moderate,P1,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,supported_with_sample_specific_boundary,E07;E12;E19,EXT-OVAC-HT;EXT-SNO2-XPS-2026;EXT-SNO2-VACANCY;EXT-XPS-CHARGE;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-071,general_chemistry,目标气与乙醇共存时响应不等于两者单独响应相加。最合理解释是？,A,复核混气浓度单位和配气线性,False,C,valid_with_minor_caveat,gold_plausible_primary_hypothesis,partially_sufficient,general_surface_chemistry_support,minor,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E05;E11;E12,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-ISO-GAS-PURITY;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-071,general_chemistry,目标气与乙醇共存时响应不等于两者单独响应相加。最合理解释是？,B,检查传感层是否被共存气预吸附占位,False,C,valid_with_minor_caveat,gold_plausible_primary_hypothesis,partially_sufficient,general_surface_chemistry_support,minor,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E05;E11;E12,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-ISO-GAS-PURITY;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-071,general_chemistry,目标气与乙醇共存时响应不等于两者单独响应相加。最合理解释是？,C,竞争吸附或表面反应耦合破坏加和,True,C,valid_with_minor_caveat,gold_plausible_primary_hypothesis,partially_sufficient,general_surface_chemistry_support,minor,P2,supported_best_with_minor_caveat,supported_with_stated_boundary,best_with_caveat,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E05;E11;E12,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-ISO-GAS-PURITY;EXT-NIST-RSM,该选项方向正确且仍是最佳，但表述作了工程化简化。题级限制：竞争吸附/反应耦合能解释非加和，但混气配制、预吸附占位、流量与湿度也应先排查；B 实际是 C 的一种具体形式，不应作为数据陷阱。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-071,general_chemistry,目标气与乙醇共存时响应不等于两者单独响应相加。最合理解释是？,D,改变总流量验证外部传质贡献,False,C,valid_with_minor_caveat,gold_plausible_primary_hypothesis,partially_sufficient,general_surface_chemistry_support,minor,P2,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E05;E11;E12,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-ISO-GAS-PURITY;EXT-NIST-RSM,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-073,analytical_chemistry,估算气敏器件 LOD 时，最基本需要什么？,A,用低浓度线性段斜率估算检出限,False,D,valid,gold_unique_best,sufficient,IUPAC_method_support,low,P3,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E12;E22,EXT-NIST-RSM;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-073,analytical_chemistry,估算气敏器件 LOD 时，最基本需要什么？,B,用最高响应值评估传感器动态范围,False,D,valid,gold_unique_best,sufficient,IUPAC_method_support,low,P3,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E12;E22,EXT-NIST-RSM;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-073,analytical_chemistry,估算气敏器件 LOD 时，最基本需要什么？,C,用最低浓度重复点观察假阳性率,False,D,valid,gold_unique_best,sufficient,IUPAC_method_support,low,P3,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E12;E22,EXT-NIST-RSM;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-073,analytical_chemistry,估算气敏器件 LOD 时，最基本需要什么？,D,用空白噪声和低浓度校准斜率,True,D,valid,gold_unique_best,sufficient,IUPAC_method_support,low,P3,supported_unique_best,supported_with_stated_boundary,best_supported,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E12;E22,EXT-NIST-RSM;EXT-LOD,该选项直接回答题干主变量，事实与情境均成立；未发现同层级替代答案。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-074,analytical_chemistry,显色纸带用反射率读数时，不同基膜初始颜色差异明显。最合理做法是？,A,做基线归一化再比较反射率变化,True,A,ambiguous_multiple_defensible,gold_useful_but_not_sufficient,under_specified,project_analog_plus_method_support,moderate,P1,supported_but_not_unique,supported_with_stated_boundary,current_gold_not_unique,gold_option,gold_uniqueness_problem,no_direct_safety_failure,cluster_sources_support_general_principle,E11;E13;E15;E22,EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-LOD,该选项本身可成立，但其他选项也能合理解释或验证同一问题，单选唯一性不足。基线归一化可减少初始颜色差，但不同基膜可能具有不同散射、动态范围和阈值；A 与 C 可同时需要，不能仅靠归一化保证可比。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-074,analytical_chemistry,显色纸带用反射率读数时，不同基膜初始颜色差异明显。最合理做法是？,B,保留肉眼颜色作为辅助一致性记录,False,A,ambiguous_multiple_defensible,gold_useful_but_not_sufficient,under_specified,project_analog_plus_method_support,moderate,P1,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E11;E13;E15;E22,EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-074,analytical_chemistry,显色纸带用反射率读数时，不同基膜初始颜色差异明显。最合理做法是？,C,按基膜类型分别设定反射率阈值,False,A,ambiguous_multiple_defensible,gold_useful_but_not_sufficient,under_specified,project_analog_plus_method_support,moderate,P1,also_defensible_threshold_strategy,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E11;E13;E15;E22,EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-LOD,该选项在题干条件下同样可辩护，作为“错误选项”会误伤合理回答；与 Gold 存在机制、验证或层级重叠。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-074,analytical_chemistry,显色纸带用反射率读数时，不同基膜初始颜色差异明显。最合理做法是？,D,提高目标气浓度确认响应方向稳定,False,A,ambiguous_multiple_defensible,gold_useful_but_not_sufficient,under_specified,project_analog_plus_method_support,moderate,P1,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E11;E13;E15;E22,EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM;EXT-COFFEE-RING;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-075,analytical_chemistry,XRD 未出现掺杂金属峰。最稳妥结论是？,A,把未见金属峰视为掺杂失败线索,False,B,valid_with_minor_caveat,gold_cautious_best,sufficient,general_characterization_support,minor,P2,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19;E22,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-LOD,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-075,analytical_chemistry,XRD 未出现掺杂金属峰。最稳妥结论是？,B,可能低于 XRD 检出限或高度分散,True,B,valid_with_minor_caveat,gold_cautious_best,sufficient,general_characterization_support,minor,P2,supported_best_with_minor_caveat,supported_with_stated_boundary,best_with_caveat,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19;E22,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-LOD,该选项方向正确且仍是最佳，但表述作了工程化简化。题级限制：XRD 未见掺杂相可由低含量、高分散、无定形或固溶造成，B 是稳妥结论；D 是必要后续，不应标为数据陷阱。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-075,analytical_chemistry,XRD 未出现掺杂金属峰。最稳妥结论是？,C,结合 Rietveld 结果判断固溶可能性,False,B,valid_with_minor_caveat,gold_cautious_best,sufficient,general_characterization_support,minor,P2,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19;E22,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-LOD,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-075,analytical_chemistry,XRD 未出现掺杂金属峰。最稳妥结论是？,D,补 TEM 或 XPS 追踪局部分布状态变化,False,B,valid_with_minor_caveat,gold_cautious_best,sufficient,general_characterization_support,minor,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19;E22,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-076,analytical_chemistry,SEM-EDS 显示催化金属分布均匀。仍不能证明什么？,A,EDS 可支持样品区域存在目标元素,False,C,valid,gold_unique_best,sufficient,instrument_method_support,low,P3,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-076,analytical_chemistry,SEM-EDS 显示催化金属分布均匀。仍不能证明什么？,B,EDS 可观察微米尺度的大致分布,False,C,valid,gold_unique_best,sufficient,instrument_method_support,low,P3,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-076,analytical_chemistry,SEM-EDS 显示催化金属分布均匀。仍不能证明什么？,C,EDS 均匀不能证明原子级分散,True,C,valid,gold_unique_best,sufficient,instrument_method_support,low,P3,supported_unique_best,supported_with_stated_boundary,best_supported,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项直接回答题干主变量，事实与情境均成立；未发现同层级替代答案。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-076,analytical_chemistry,SEM-EDS 显示催化金属分布均匀。仍不能证明什么？,D,EDS 可排查区域内明显大团聚和缺料,False,C,valid,gold_unique_best,sufficient,instrument_method_support,low,P3,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-077,analytical_chemistry,验证甲苯传感器选择性时，哪种参考分析更合适？,A,用 PID 监测总挥发性有机物响应变化,False,D,valid_with_minor_caveat,gold_preferred_reference_method,sufficient,method_support,minor,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E12;E19;E20,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-PANI-VIRJI,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-077,analytical_chemistry,验证甲苯传感器选择性时，哪种参考分析更合适？,B,用 FTIR 在线跟踪芳香族特征吸收,False,D,valid_with_minor_caveat,gold_preferred_reference_method,sufficient,method_support,minor,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E12;E19;E20,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-PANI-VIRJI,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-077,analytical_chemistry,验证甲苯传感器选择性时，哪种参考分析更合适？,C,用吸附管采样核查穿透损失,False,D,valid_with_minor_caveat,gold_preferred_reference_method,sufficient,method_support,minor,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E12;E19;E20,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-PANI-VIRJI,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-077,analytical_chemistry,验证甲苯传感器选择性时，哪种参考分析更合适？,D,用 GC-MS 验证甲苯气相浓度变化,True,D,valid_with_minor_caveat,gold_preferred_reference_method,sufficient,method_support,minor,P2,supported_best_with_minor_caveat,supported_with_stated_boundary,best_with_caveat,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E12;E19;E20,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-PANI-VIRJI,该选项方向正确且仍是最佳，但表述作了工程化简化。题级限制：GC-MS 能较特异地验证甲苯浓度，Gold 可辩护；定量时 GC-FID 也常适用，吸附管采样与穿透核查并非机理迁移错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-078,analytical_chemistry,气敏测试后样品暴露空气 24 h 再做 XPS。解释表面吸附物时最应注意什么？,A,空气暴露可能改写表面吸附物组成,True,A,valid,gold_unique_best,sufficient,surface_analysis_support,low,P3,supported_unique_best,supported_with_stated_boundary,best_supported,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E12;E19;E22,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-LOD,该选项直接回答题干主变量，事实与情境均成立；未发现同层级替代答案。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-078,analytical_chemistry,气敏测试后样品暴露空气 24 h 再做 XPS。解释表面吸附物时最应注意什么？,B,用荷电校正和峰拟合约束化学态归属,False,A,valid,gold_unique_best,sufficient,surface_analysis_support,low,P3,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E12;E19;E22,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-078,analytical_chemistry,气敏测试后样品暴露空气 24 h 再做 XPS。解释表面吸附物时最应注意什么？,C,比较未暴露空白片排查样品污染,False,A,valid,gold_unique_best,sufficient,surface_analysis_support,low,P3,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E12;E19;E22,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-078,analytical_chemistry,气敏测试后样品暴露空气 24 h 再做 XPS。解释表面吸附物时最应注意什么？,D,补测试后反射率确认响应未衰减,False,A,valid,gold_unique_best,sufficient,surface_analysis_support,low,P3,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E05;E12;E19;E22,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-079,analytical_chemistry,Raman 测硫化物敏感层时激光功率过高，最可能带来什么问题？,A,荧光背景增强并遮盖弱峰,False,B,valid_with_minor_caveat,gold_primary_risk,sufficient,instrument_method_support,minor,P2,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-079,analytical_chemistry,Raman 测硫化物敏感层时激光功率过高，最可能带来什么问题？,B,高功率可能造成局部加热或相变,True,B,valid_with_minor_caveat,gold_primary_risk,sufficient,instrument_method_support,minor,P2,supported_best_with_minor_caveat,supported_with_stated_boundary,best_with_caveat,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项方向正确且仍是最佳，但表述作了工程化简化。题级限制：高激光功率导致局部加热、相变或氧化是主要风险；D 可能是 B 的具体后果，选项存在因果层级重叠但 Gold 仍可接受。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-079,analytical_chemistry,Raman 测硫化物敏感层时激光功率过高，最可能带来什么问题？,C,基线噪声升高导致弱峰不稳定,False,B,valid_with_minor_caveat,gold_primary_risk,sufficient,instrument_method_support,minor,P2,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-079,analytical_chemistry,Raman 测硫化物敏感层时激光功率过高，最可能带来什么问题？,D,表面氧化改变硫化物特征峰位位置,False,B,valid_with_minor_caveat,gold_primary_risk,sufficient,instrument_method_support,minor,P2,contextually_inferior_or_unsupported_distractor,unsupported_or_contextually_misaligned,inferior_or_unsupported,acceptable_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E19,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,该选项未直接回答题干的核心不确定性，或缺少必要证据；作为次优/错误选项基本可用。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-080,analytical_chemistry,某材料对 1 ppm NO2 响应明显。为了声称选择性，最少还需要什么？,A,补相近氧化性气体响应对照,False,C,valid_with_minor_caveat,gold_umbrella_best,sufficient,method_validation_support,minor,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E11;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-080,analytical_chemistry,某材料对 1 ppm NO2 响应明显。为了声称选择性，最少还需要什么？,B,加入还原性和湿度干扰条件,False,C,valid_with_minor_caveat,gold_umbrella_best,sufficient,method_validation_support,minor,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E11;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-080,analytical_chemistry,某材料对 1 ppm NO2 响应明显。为了声称选择性，最少还需要什么？,C,建立相关干扰气体响应矩阵,True,C,valid_with_minor_caveat,gold_umbrella_best,sufficient,method_validation_support,minor,P2,supported_best_with_minor_caveat,supported_with_stated_boundary,best_with_caveat,gold_option,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E11;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM,该选项方向正确且仍是最佳，但表述作了工程化简化。题级限制：相关干扰矩阵是选择性声明所需的综合框架；相近氧化性气、还原气、湿度和多器件重复都应成为矩阵组成，不应被贬为数据陷阱。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-080,analytical_chemistry,某材料对 1 ppm NO2 响应明显。为了声称选择性，最少还需要什么？,D,做多器件重复确认选择性稳定,False,C,valid_with_minor_caveat,gold_umbrella_best,sufficient,method_validation_support,minor,P2,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E02;E11;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-NIST-RSM,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-083,technical_chemistry,将浸渍工艺换成旋涂后，膜更均匀但响应变慢。最可能原因是？,A,比较膜厚和负载量变化对 T90 影响,False,D,valid_with_major_caveat,gold_hypothesis_not_directly_established,under_specified,process_science_support,moderate,P1,complementary_direct_measurement,factually_plausible_or_true,also_defensible_or_complementary,invalid_distractor_because_defensible,overlaps_or_complements_gold,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E15;E21;E22,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-COFFEE-RING;EXT-NIST-RSM;EXT-LOD,该选项补足 Gold 未覆盖的关键证据或报告要求，属于互补真命题，不宜按普通错误选项处理。,retain_frozen_record_audit_only,rewrite_or_convert_to_multiselect,high,专家 X
SGS-083,technical_chemistry,将浸渍工艺换成旋涂后，膜更均匀但响应变慢。最可能原因是？,B,检查旋涂溶剂残留改变初始基线,False,D,valid_with_major_caveat,gold_hypothesis_not_directly_established,under_specified,process_science_support,moderate,P1,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E15;E21;E22,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-COFFEE-RING;EXT-NIST-RSM;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-083,technical_chemistry,将浸渍工艺换成旋涂后，膜更均匀但响应变慢。最可能原因是？,C,复核测试流量波动对曲线拖尾影响程度,False,D,valid_with_major_caveat,gold_hypothesis_not_directly_established,under_specified,process_science_support,moderate,P1,plausible_followup_not_best,factually_plausible_or_true,plausible_but_not_best,strong_contextual_distractor,no_material_overlap_identified,no_direct_safety_failure,cluster_sources_support_general_principle,E04;E15;E21;E22,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-COFFEE-RING;EXT-NIST-RSM;EXT-LOD,该动作一般具有实验价值，但没有首先处理题干的主矛盾，作为单选项可视为次优而非事实错误。,retain_frozen_record_audit_only,retain,high,专家 X
