item_id,domain,question,gold_letter,gold_option_text,gold_option_audit_verdict,item_validity_verdict,gold_reference_status,audit_priority,option_set_verdict,defensible_non_gold_count,defensible_non_gold_letters,strong_contextual_distractor_count,unsafe_option_count,evidence_cluster_ids,source_ids,key_finding,v0_6_action,future_release_action,confidence,review_identity
SGS-091,technical_chemistry,新传感测试腔上线前，最需要先做什么？,D,空载验证温度湿度流量和泄漏,supported_unique_best,valid,gold_unique_best,P3,clean_option_set,0,,1,0,E02;E04;E10;E12,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO,新腔体应先空载验证温度、湿度、流量与泄漏，再进入替代气或危险气测试，D 的先后顺序清楚。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-093,toxicity_and_safety,计划测试 PH3 响应，但实验室没有专用报警和尾气处理。最佳回答是？,A,暂停 PH3 测试并升级报警和尾气条件,supported_but_not_unique,ambiguous_multiple_defensible,gold_immediate_action_but_B_C_D_also_safe,P1,gold_uniqueness_or_validity_failure,3,B;C;D,0,0,E10;E12;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM;EXT-LOD,在缺少 PH3 专用报警与尾气条件时必须暂停当前测试，A 是即时结论；委托合规平台、先做替代气链路验证和完成专项设施评审也都是正确后续，不能标为“当前不安全”的错误选项。,retain_frozen_record_audit_only,future_release_rewrite_for_single_best_answer,high,专家 X
SGS-094,toxicity_and_safety,臭氧老化测试后，样品袋和废气管路应如何处理？,B,按氧化性污染物流程通风和处置,supported_best_with_major_caveat,valid_with_major_caveat,gold_too_generic,P1,major_option_set_caveat,0,,0,0,E10;E13,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM,“按氧化性污染物流程处置”方向正确但不可独立执行，具体方法取决于场所 SOP、材料相容性、残余臭氧确认和处置系统；A/C/D 可能是合规流程组成，题目缺少设施条件。,retain_frozen_record_audit_only,future_release_clarify_conditions_or_source,high,专家 X
SGS-095,toxicity_and_safety,某配方想用 DMF 提高受体溶解度。评审时最应先问什么？,C,评估替代溶剂和暴露控制措施,supported_unique_best,valid,gold_unique_best,P3,clean_option_set,0,,2,0,E09;E10;E12;E21,EXT-NIST-RSM;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-GAS,在用 DMF 改善溶解度前先评估替代溶剂与暴露控制符合危害最小化原则，C 优先于性能试验。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-096,toxicity_and_safety,含银盐显色纸带和废液最不应怎样处理？,D,按普通水相废液收集并把耗材归一般固废,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_unique_for_negative_question,P2,minor_option_set_caveat,0,,0,1,E10;E15,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-COFFEE-RING,含银废液和耗材不应作为普通水相/一般固废处置，D 明确错误；具体危废分类和代码应依所在地法规与机构流程。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-097,toxicity_and_safety,需要模拟 Cl2 干扰。最不合适的方案是？,A,在开放台面用临时反应源放出氯气,supported_unique_best,valid,gold_unique_risk_identification,P3,clean_option_set,0,,2,1,E04;E10;E11;E12,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-ISO-GAS-PURITY;EXT-NIST-RSM,开放台面临时产生并释放氯气明显不可接受，A 是唯一“最不合适”方案；其他方案仍需经授权和设施评审。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-098,toxicity_and_safety,称量纳米金属氧化物粉末时，最应避免什么？,B,用气流吹扫台面纳米粉末残留,supported_unique_best,valid,gold_unique_risk_identification,P3,clean_option_set,0,,1,1,E10,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO,用气流吹扫纳米粉末会产生气溶胶并扩大吸入/污染风险，B 明确应避免。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-034,inorganic_chemistry,n 型 SnO2 暴露于 H2 后电阻下降，最常见的解释是？,D,表面氧反应释放电子回到导带,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_reasonable,P2,minor_option_set_caveat,0,,0,0,E12,EXT-NIST-RSM,n型氧化物对还原气体的经典表面氧反应可释放电子并降低电阻；具体吸附氧物种和直接反应路径随温度与材料变化。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-035,inorganic_chemistry,p 型 NiO 遇还原性气体时电阻常上升。若模型答成下降，主要错在哪里？,A,把 p 型响应套成 n 型载流子逻辑,supported_but_not_unique,ambiguous_multiple_defensible,gold_not_unique,P1,gold_uniqueness_or_validity_failure,2,B;C,0,0,E05,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE,A与B表达同一核心错误：p型中空穴降低会使电阻上升；C也与电荷转移方向相关，选项未做到互斥。,retain_frozen_record_audit_only,future_release_rewrite_for_single_best_answer,high,专家 X
SGS-036,inorganic_chemistry,n 型 In2O3 对 NO2 响应时电阻升高。最合理的机理描述是？,B,NO2 捕获电子并加宽表面耗尽层,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_reasonable,P2,minor_option_set_caveat,0,,0,0,E05;E22,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-LOD,NO2受电子形成表面受体态并加宽耗尽层是合理简化；A的吸附氧耦合在部分条件下也可能参与。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-037,inorganic_chemistry,XPS O 1s 中高结合能峰比例升高。最稳妥结论是？,C,结合峰位和处理史判断缺陷或羟基变化,questionable_gold,questionable_gold,gold_too_narrow,P1,gold_uniqueness_or_validity_failure,0,,1,0,E02;E05;E07;E12;E19,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-OVAC-HT;EXT-SNO2-XPS-2026;EXT-SNO2-VACANCY;EXT-XPS-CHARGE,O 1s高结合能组分可含羟基、吸附水/氧、碳酸盐和缺陷相关物种；C仍把候选限制为缺陷/羟基，D的对照更有助于边界判断，选项还混合结论与实验。,retain_frozen_record_audit_only,future_release_rewrite_gold_and_options,high,专家 X
SGS-038,inorganic_chemistry,CuO/SnO2 异质结对 H2S 响应增强。若要避免过度归因，应加入哪类对照？,D,加入单独两种氧化物材料响应对照,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_reasonable,P2,minor_option_set_caveat,0,,3,0,E06;E10;E12,EXT-CUO-H2S;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM,单独CuO与SnO2是异质结归因的必要对照；还应匹配形貌、负载、接触和物理混合对照。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-039,inorganic_chemistry,Ag 修饰 WO3 后 NO2 响应提高。下列哪项最容易成为隐藏问题？,A,湿度与光照共同改变 Ag-WO3 响应,arbitrary_gold,ambiguous_arbitrary_gold,gold_not_justified,P1,gold_uniqueness_or_validity_failure,3,B;C;D,0,0,E02;E19,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,题干没有光激活或湿度条件，A并不比Ag团聚、光吸收背景或晶粒变化更必然；四项都是合理隐藏问题，Gold缺少判别依据。,retain_frozen_record_audit_only,future_release_rewrite_gold_and_options,high,专家 X
SGS-040,inorganic_chemistry,金属氧化物晶粒尺寸接近 Debye 长度时，通常更可能出现什么？,B,全晶粒耗尽更容易放大电阻变化,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_reasonable,P2,minor_option_set_caveat,0,,0,0,E04;E09,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-NIST-RSM,晶粒尺度接近/小于耗尽层尺度时全晶粒耗尽可放大电阻调制，但实际还受颈部、电极、孔隙和噪声影响。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-041,inorganic_chemistry,二维 MoS2 对 NO2 有响应，但恢复慢。最合理的增强策略是？,C,采用光照或热脉冲促进 NO2 脱附,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_preferred_but_not_unique,P2,minor_option_set_caveat,0,,1,0,E05;E08;E12,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-PANI-VIRJI;EXT-PANI-INKJET;EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-RSM,光/热脉冲是针对慢脱附的直接再生策略，Gold C 可辩护；催化位点调节也可能改善吸附能，需说明功耗、光热老化和材料损伤边界。,retain_frozen_record_audit_only,retain_with_documented_caveat,medium_high,专家 X
SGS-042,inorganic_chemistry,卤化物钙钛矿传感器室温响应高，但高湿下性能快速衰减。项目评审应优先关注什么？,D,评估高湿稳定性和封装方案,supported_unique_best,valid,gold_unique_best,P3,clean_option_set,0,,2,0,E02;E12;E13,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-RSM,高湿快速衰减直接指向材料水稳定性与封装，D 明显优于只记录衰减或继续追求初始响应。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-043,inorganic_chemistry,CuO 对 H2S 响应后难以完全恢复，可能原因是？,A,H2S 反应生成难逆转硫化铜相,supported_but_not_unique,ambiguous_multiple_defensible,gold_is_plausible_hypothesis_not_unique,P1,gold_uniqueness_or_validity_failure,2,C;D,0,0,E05;E06;E10,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-CUO-H2S;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO,CuO–H2S 不完全恢复可由硫化/相转化、强吸附及其他表面残留共同造成；缺少循环前后成分或物相证据时，A 不能作为唯一原因。,retain_frozen_record_audit_only,future_release_rewrite_for_single_best_answer,high,专家 X
SGS-048,materials_science,金属氧化物纳米线网络响应快，但器件间电阻差大。最可能的材料问题是？,B,纳米线接触网络随机性可能偏大,supported_but_not_unique,ambiguous_multiple_defensible,gold_plausible_but_not_unique,P1,gold_uniqueness_or_validity_failure,3,A;C;D,0,0,E05,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE,器件间电阻差既可能来自随机接触网络，也可能来自纳米线直径、烧结颈和表面态分布；题干无形貌或工艺信息，B 只是常见候选，不能稳定唯一。,retain_frozen_record_audit_only,future_release_rewrite_for_single_best_answer,high,专家 X
SGS-049,materials_science,提高孔隙率后响应加快，但长期漂移增大。最佳判断是？,C,孔结构加快传质也带来稳定性代价,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_is_high_level_tradeoff,P2,minor_option_set_caveat,0,,3,0,E04;E10;E12;E13,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-NIST-RSM,C 正确表达孔隙率带来的传质收益与稳定性代价，但漂移成因仍需区分吸湿、结构重排、污染和仪器因素。,retain_frozen_record_audit_only,retain_with_documented_caveat,medium_high,专家 X
SGS-050,materials_science,ALD 超薄氧化层包覆催化颗粒后选择性提高但响应下降。最合理解释是？,D,包覆层可能限制扩散或遮蔽位点,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_preferred_but_mechanism_not_proven,P2,minor_option_set_caveat,0,,2,0,E04;E11,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ISO-GAS-PURITY,ALD 包覆导致响应下降可由扩散阻力或活性位点遮蔽解释；选择性提高也可能来自尺寸筛分或表面化学变化，应把 Gold 作为首要假设而非已证实机理。,retain_frozen_record_audit_only,retain_with_documented_caveat,medium_high,专家 X
SGS-051,materials_science,煅烧温度升高后晶粒变大，响应下降但稳定性上升。最佳研发结论是？,A,煅烧存在晶粒长大与稳定性的权衡,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_high_level_best,P2,minor_option_set_caveat,0,,0,0,E01;E12;E13;E21,EXT-NIST-RSM;EXT-NIST-GAS,煅烧引发晶粒长大、表面积下降和结构稳定性提高的权衡成立；D 的多指标筛选窗口其实是合理后续动作，Gold A 是结论层而非唯一可执行选择。,retain_frozen_record_audit_only,retain_with_documented_caveat,medium_high,专家 X
SGS-052,materials_science,把气敏试剂从玻璃片转到纤维纸基底后，响应更快但背景更不均匀。首要排查是？,B,纸基毛细浸润不均会放大背景差异,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_plausible_best,P2,minor_option_set_caveat,0,,3,0,E04;E09;E11;E13;E15,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-NIST-RSM;EXT-ISO-GAS-PURITY;EXT-COFFEE-RING,转到纤维纸基后背景不均，毛细浸润与干燥迁移是高优先级候选；上样量梯度和基纸结构也直接相关，B 与 D 应被视为假设—验证组合。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-053,materials_science,在传感器前加入选择性膜后干扰降低，但响应延迟。最佳评价方式是？,C,评价选择性收益和响应延迟代价,supported_unique_best,valid,gold_unique_best,P3,clean_option_set,0,,0,0,E21,EXT-NIST-RSM;EXT-NIST-GAS,选择性膜带来干扰抑制和时延代价，联合评价比只报告任一单指标更符合产品判断。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-054,materials_science,MOF/金属氧化物复合用于 VOC 富集。高湿下响应反转，最应验证什么？,D,验证 MOF 稳定性和水汽竞争吸附,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_plausible_best,P2,minor_option_set_caveat,0,,2,0,E02;E05;E12;E13,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM,高湿响应反转应优先检查 MOF 水稳定性与竞争吸附；还需把复合界面导电、湿度基线和实际 VOC 浓度变化纳入验证。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-055,materials_science,同一敏感层换成不同电极后响应方向不变但幅度差异大。最合理的排查是？,A,排查接触电阻和界面势垒差异,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_plausible_best,P2,minor_option_set_caveat,0,,1,0,E12,EXT-NIST-RSM,更换电极后幅度变化，接触电阻/界面势垒是首要候选；敏感层覆盖度和器件批差同样必须排除，不能仅凭功函数叙事闭环。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-056,materials_science,柔性气敏器件弯折后基线漂移但目标气响应仍在。下一步最关键测试是？,B,做弯折循环下电阻与响应耦合测试,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_unique_best,P2,minor_option_set_caveat,0,,3,0,E08;E11;E22,EXT-PANI-VIRJI;EXT-PANI-INKJET;EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-GAS;EXT-ISO-GAS-PURITY;EXT-LOD,弯折循环下同步记录基线电阻和气体响应能直接识别机械—电学—传感耦合；夹具接触应作为必要空白对照。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-057,materials_science,微热板传感器响应优秀，但功耗超过便携设备预算。最佳决策是？,C,把功耗预算纳入方案排序和取舍,supported_but_not_unique,ambiguous_multiple_defensible,gold_is_policy_statement,P1,gold_uniqueness_or_validity_failure,1,A,0,0,E12;E13,EXT-NIST-RSM,把功耗预算纳入排序当然正确，但 A“寻找响应—功耗折中窗口”是直接实现该决策的实验动作；C 与 A 层级不同，单选区分不稳。,retain_frozen_record_audit_only,future_release_rewrite_for_single_best_answer,high,专家 X
SGS-058,materials_science,封装后传感器响应时间变长，但裸片测试正常。首要怀疑是？,D,排查腔体死体积和气体扩散路径,supported_but_not_unique,ambiguous_multiple_defensible,gold_plausible_but_not_unique,P1,gold_uniqueness_or_validity_failure,3,A;B;C,0,0,E04;E11;E12,EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ISO-GAS-PURITY;EXT-NIST-RSM,封装后变慢可由死体积/扩散路径、封装遮挡或胶层、算法滤波及阀切换共同造成；题干没有给出足够信息把 D 唯一化。,retain_frozen_record_audit_only,future_release_rewrite_for_single_best_answer,high,专家 X
SGS-059,materials_science,三批同配方气敏膜平均响应相近，但方差逐批增大。最合理动作是？,A,追溯制备批记录和关键工艺波动,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_preferred_action,P2,minor_option_set_caveat,0,,1,0,E09;E12;E21,EXT-NIST-RSM;EXT-NIST-GAS,批间方差上升应追溯制备与工艺记录，A 合理；同时应保留分批统计并复测第三批，B/C 不是数据陷阱，而是调查链的一部分。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-062,general_chemistry,下列哪组气体最需要在氧化还原干扰测试中分开考虑？,B,二氧化氮与硫化氢氧化还原性相反,arbitrary_gold,ambiguous_arbitrary_gold,gold_not_uniquely_tied_to_question,P1,gold_uniqueness_or_validity_failure,3,A;C;D,0,0,E10,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO,题干问“最需要分开考虑”，A、B、C、D 四组在不同传感材料和温区都需分开；NO2/H2S 氧化还原性相反并不足以使 B 成为唯一最佳。,retain_frozen_record_audit_only,future_release_rewrite_gold_and_options,high,专家 X
SGS-063,general_chemistry,银盐纸带检测 H2S 的一个合理化学基础是？,C,硫化氢与银盐生成深色硫化银,supported_unique_best,valid,gold_unique_best,P3,clean_option_set,0,,0,0,E10;E15;E22,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-COFFEE-RING;EXT-LOD,银盐与 H2S 生成深色、难溶 Ag2S 是合理基础机理，C 明显优于泛化配位或还原表述。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-064,general_chemistry,用酸调节含次氯酸盐溶液时，最重要的安全边界是？,D,酸化次氯酸盐可能释放氯气,supported_unique_best,valid,gold_unique_best,P3,clean_option_set,0,,0,0,E10;E15,EXT-NIOSH-H2S;EXT-NIOSH-CL2;EXT-NIOSH-PH3;EXT-NIOSH-NANO;EXT-COFFEE-RING,酸化次氯酸盐可能释放氯气，是压倒性的一阶安全边界。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-065,general_chemistry,比较两个气敏实验的 ppm 响应时，哪项信息最不能缺？,A,记录载气流量、湿度和配气条件,supported_best_with_major_caveat,valid_with_major_caveat,gold_incomplete,P1,major_option_set_caveat,1,D,2,0,E02;E04;E11;E19;E22,EXT-MOS2-HUMIDITY;EXT-GRAPHENE-SUBSTRATE;EXT-NIST-GAS;EXT-MOS-CONDUCTANCE;EXT-ISO-GAS-PURITY;EXT-SNO2-XPS-2026;EXT-XPS-CHARGE;EXT-LOD,比较 ppm 响应必须记录母气证书/浓度、稀释与总流量、湿度、温度、压力和系统校准；A 只覆盖部分关键条件，D 的气瓶有效性并非“数据陷阱”。,retain_frozen_record_audit_only,future_release_clarify_conditions_or_source,high,专家 X
SGS-066,general_chemistry,酸性显色纸带在 NH3 背景下基线漂移。加入缓冲组分前最应确认什么？,B,确认缓冲组分是否抑制目标显色,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_plausible_best,P2,minor_option_set_caveat,0,,1,0,E01;E15;E18,EXT-NIST-RSM;EXT-COFFEE-RING,缓冲组分可能抑制目标显色，B 是优先功能性验证；离子强度、吸湿、残盐与干燥速度同样是必要配方边界，A/D 的 profile 标注不准确。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-FM-001,general_chemistry,一片铝电极上有无机盐残留。候选清洗液为稀盐酸、稀硝酸和去离子水。若只考虑金属基底的副反应风险，哪项最容易被低估？,A,稀盐酸可能产生氢气,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported,P2,minor_option_set_caveat,0,,0,0,E01;E17,EXT-NIST-RSM;EXT-NIOSH-H2S,稀盐酸与铝接触存在放氢风险，A正确；实际程度仍受氧化膜、氯离子、浓度和温度影响。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-FM-002,general_chemistry,铁夹具接触某酸性清洗液后出现气泡。最少需要哪条信息来判断这是否可能来自金属-酸反应？,B,酸是否能提供 H+ 且金属是否活泼,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E17,EXT-NIOSH-H2S,判断金属-酸放氢至少需要酸能提供H+及金属活泼性，B为唯一核心信息。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-003,general_chemistry,有人把 N 在硝酸根中的 +5 价类比到 NF5 分子。这个类比最薄弱的一环是？,B,氧化态不等于可扩展八隅体,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported,P2,minor_option_set_caveat,0,,0,0,E17;E18,EXT-NIOSH-H2S,氧化态不能直接推出稳定五配位分子，B正确；解释宜使用价层电子结构与高配位稳定性，避免旧式d轨道扩展表述。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-FM-004,general_chemistry,若一个模型看到“+5 氧化态”就预测五配位卤化物稳定，它主要混淆了什么？,B,氧化态和几何/价层容量,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E18,,题目准确区分氧化态与几何/价层容量，B唯一成立。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-005,toxicity_and_safety,某 Fe/Al 部件短时接触浓硝酸后反应变慢。下列哪项最不应推出？,C,可以直接放大清洗,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,1,E09;E17,EXT-NIST-RSM;EXT-NIOSH-H2S,浓硝酸钝化不构成直接放大依据，C是明确不应推出的结论。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-006,toxicity_and_safety,铝片在某强氧化酸中初期变暗后反应减弱。下一句最准确的是？,B,可能形成钝化层,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported,P2,minor_option_set_caveat,0,,0,0,E17,EXT-NIOSH-H2S,强氧化酸中铝可能钝化，B合理；酸种类、浓度、温度和表面状态未给出，结论只能保持可能性。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-FM-007,organic_chemistry,苯乙烯阳离子聚合的筛选中，哪类条件最可能提高传播速率但也需要防止链转移/终止？,A,更稳定离子对的极性介质,supported_best_with_major_caveat,valid_with_major_caveat,gold_preferred_but_wording_problem,P1,major_option_set_caveat,0,,0,0,E01;E20,EXT-NIST-RSM;EXT-PANI-VIRJI,极性介质可能增强离子分离并加快阳离子聚合，但“更稳定离子对”与更高传播活性表述不够严谨，且溶剂亲核性、反离子和链转移共同决定结果。,retain_frozen_record_audit_only,future_release_clarify_conditions_or_source,medium_high,专家 X
SGS-FM-008,organic_chemistry,同一引发体系下，苯乙烯阳离子聚合在二氯甲烷中快于己烷。最简洁解释是？,B,二氯甲烷更利于离子活性中心,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported,P2,minor_option_set_caveat,0,,0,0,E20,EXT-PANI-VIRJI,二氯甲烷相较己烷通常更利于离子型活性中心，B合理；具体速率仍依赖引发体系、反离子和杂质。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-FM-009,materials_science,某聚合物燃烧得 CO2 0.880 g、H2O 0.360 g。C:H 原子数比为？,B,1:2,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E20,EXT-PANI-VIRJI,燃烧产物换算正确：n(C)=0.020 mol，n(H)=0.040 mol，C:H=1:2。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-010,materials_science,燃烧分析中 CO2 与 H2O 的物质的量相等。样品中的 C:H 原子数比是多少？,B,1:2,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E12,EXT-NIST-RSM,等物质的量CO2与H2O对应C:H=1:2，B唯一正确。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-011,technical_chemistry,两个连续处理单元 X/Y 都会改变膜结构，但动力学未知。要判断 XY 还是 YX 更好，最低成本证据是？,B,交换顺序的小试输出,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E05;E09,EXT-MOS-CONDUCTANCE;EXT-ZNO-NANOWIRE;EXT-NIST-RSM,动力学未知时交换处理顺序的小试是直接且低成本的因果比较，B合理。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-012,technical_chemistry,若两个反应器串联顺序会影响转化率，哪种方法最能避免只靠猜测？,A,旁路/互换顺序实验,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported,P2,minor_option_set_caveat,0,,0,0,E12,EXT-NIST-RSM,互换顺序/受控旁路可避免凭猜测判断串联顺序，A正确；“旁路”应理解为授权实验设计而非绕过安全设施。,retain_frozen_record_audit_only,retain_with_documented_caveat,high,专家 X
SGS-FM-013,toxicity_and_safety,纸基涂层含低分子羧酸和有机粘结剂。哪句话最不可靠？,C,羧酸一定让纸基阻燃,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E15;E20,EXT-COFFEE-RING;EXT-PANI-VIRJI,羧酸不构成纸基通用阻燃剂，C为明显错误泛化。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-014,toxicity_and_safety,某添加剂名称含“酸”。下列哪项是错误泛化？,C,一定不可燃且阻燃,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E12,EXT-NIST-RSM,名称含“酸”不能推出不可燃或阻燃，C唯一错误。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-015,materials_science,拉伸定型薄膜的高应力方向出现更强孔道取向。哪条反驳最弱？,C,高应力区一定取向更弱,supported_best_with_minor_caveat,valid_with_minor_caveat,gold_supported,P2,minor_option_set_caveat,0,,0,0,E19,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,“高应力区一定取向更弱”是最弱反驳，C合理；题干“反驳最弱”语义绕，容易测试语言而非材料判断。,retain_frozen_record_audit_only,retain_with_documented_caveat,medium_high,专家 X
SGS-FM-016,materials_science,同一材料中 A 区经历拉伸，B 区未拉伸。XRD 方位分布显示 A 区取向更集中。最合适的结论是？,A,拉伸可能诱导取向,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E19,EXT-SNO2-XPS-2026;EXT-XPS-CHARGE,拉伸区XRD取向更集中支持“拉伸可能诱导取向”，A保留了因果边界。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-017,organic_chemistry,"1,4-环己二烯骨架中最容易被误判的是？",A,双键碳 sp2、饱和碳 sp3,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E12,EXT-NIST-RSM,"1,4-环己二烯中双键碳sp2、饱和碳sp3，A正确。",retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-018,organic_chemistry,一个六元环含两个 C=C 和两个 CH2。问“碳的杂化”时，最好的答法是？,C,同时有 sp2 与 sp3,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E18,,含双键碳和CH2的六元环同时具有sp2与sp3碳，C正确。,retain_frozen_record_audit_only,retain,high,专家 X
SGS-FM-019,physical_chemistry,0.050 mol 非电解质溶于 0.100 kg 水，Kf=1.86。冰点降低为？,B,0.93 °C,supported_unique_best,valid,gold_unique,P3,clean_option_set,0,,0,0,E18,,质量摩尔浓度0.5 mol/kg，冰点降低0.93 °C，B正确。,retain_frozen_record_audit_only,retain,high,专家 X
