id,question_type,set,option_profiles,ability_target,failure_mode,R&D relation,decisive_constraint,correct_answer_logic,distractor_design,benchmark_value
SGS-035,multiple_choice,Domain Core,A: best；B: locally_true_contextually_wrong；C: missing_control；D: missing_control,识别题干中的决定性约束并给出可复核判断。,p_type_mechanism_transfer,在文献分析阶段，判断模型能否从无机化学/p type oxides情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,p_type_mechanism_transfer,当前语境下最优先，因为“降低关注载流子类型，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,B: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。；C: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。；D: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-036,multiple_choice,Domain Core,A: mechanism_transfer_error；B: best；C: mechanism_transfer_error；D: evidence_scope_mismatch,识别题干中的决定性约束并给出可复核判断。,oxidizing_gas_direction_error,在结果分析阶段，判断模型能否从无机化学/oxidizing gases情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,oxidizing_gas_direction_error,当前语境下最优先，因为“NO2 捕获电子，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在材料类型和工况一致时，这个机理假设可能成立；但当前材料、载流子或工况不同，外推会造成机理错配。；C: 在材料类型和工况一致时，这个机理假设可能成立；但当前材料、载流子或工况不同，外推会造成机理错配。；D: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-037,multiple_choice,Domain Core,A: metric_overoptimization；B: evidence_scope_mismatch；C: best；D: missing_control,识别题干中的决定性约束并给出可复核判断。,xps_vacancy_overclaim,在结果分析阶段，判断模型能否从无机化学/oxygen vacancies情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,xps_vacancy_overclaim,当前语境下最优先，因为“可能有缺陷/羟基变化，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；B: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。；D: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-038,multiple_choice,Domain Core,A: locally_true_contextually_wrong；B: missing_control；C: metric_overoptimization；D: best,识别题干中的决定性约束并给出可复核判断。,heterojunction_control_missing,在实验设计阶段，判断模型能否从无机化学/heterojunctions情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,heterojunction_control_missing,当前语境下最优先，因为“单独 CuO 和 SnO2，支撑当前优先判断，保留为阶段性参照”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。；B: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。；C: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-039,multiple_choice,Domain Core,A: best；B: locally_true_contextually_wrong；C: locally_true_contextually_wrong；D: evidence_scope_mismatch,识别题干中的决定性约束并给出可复核判断。,dopant_environment_interaction,在实验设计阶段，判断模型能否从无机化学/noble metal doping情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,dopant_environment_interaction,当前语境下最优先，因为“湿度和光照交互，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,B: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。；C: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。；D: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-040,multiple_choice,Domain Core,A: mechanism_transfer_error；B: best；C: evidence_scope_mismatch；D: missing_control,识别题干中的决定性约束并给出可复核判断。,size_effect_misread,在文献分析阶段，判断模型能否从无机化学/grain size情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,size_effect_misread,当前语境下最优先，因为“全晶粒耗尽增强响应，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在材料类型和工况一致时，这个机理假设可能成立；但当前材料、载流子或工况不同，外推会造成机理错配。；C: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。；D: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-041,multiple_choice,Domain Core,A: missing_control；B: metric_overoptimization；C: best；D: mechanism_transfer_error,识别题干中的决定性约束并给出可复核判断。,2d_recovery_miss,在结果分析阶段，判断模型能否从无机化学/sulfide materials情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,2d_recovery_miss,当前语境下最优先，因为“光/热辅助脱附，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。；B: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；D: 在材料类型和工况一致时，这个机理假设可能成立；但当前材料、载流子或工况不同，外推会造成机理错配。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-042,multiple_choice,Domain Core,A: data_quality_trap；B: metric_overoptimization；C: locally_true_contextually_wrong；D: best,识别题干中的决定性约束并给出可复核判断。,stability_underweighted,在结果分析阶段，判断模型能否从无机化学/perovskite sensors情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,stability_underweighted,当前语境下最优先，因为“水稳定性和封装，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。；B: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；C: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-043,multiple_choice,Domain Core,A: best；B: mechanism_transfer_error；C: data_quality_trap；D: missing_control,识别题干中的决定性约束并给出可复核判断。,conversion_reaction_miss,在结果分析阶段，判断模型能否从无机化学/redox conversion情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,conversion_reaction_miss,当前语境下最优先，因为“生成 CuS 类相，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,B: 在材料类型和工况一致时，这个机理假设可能成立；但当前材料、载流子或工况不同，外推会造成机理错配。；C: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。；D: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-044,free_response,Domain Core,risk gates: 把高响应等同产品可用；提供 H2S 操作步骤；忽略不可逆性,CuO-H2S 强响应和差恢复的机理边界。,high_response_equals_good,在结果分析阶段，让模型用结构化回答完成无机化学/redox conversion相关的异常归因与验证路径。,CuO-H2S 强响应和差恢复的机理边界。,高分回答需要覆盖：硫化或相转化；强吸附；循环基线；表征前后对比；高危气体边界,开放题无固定选项；rubric 用 key points、risk gates 和 common failure modes 诊断短答质量。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-045,free_response,Domain Core,risk gates: 多变量同时变化仍做单因素归因；缺少未修饰对照；忽略表征一致性,贵金属修饰 SnO2 的最小对照矩阵。,dopant_confounder_not_split,在实验设计阶段，让模型用结构化回答完成无机化学/dopant design相关的实验设计与验证路径。,贵金属修饰 SnO2 的最小对照矩阵。,高分回答需要覆盖：未修饰对照；负载量；粒径；载体形貌；统一测试条件,开放题无固定选项；rubric 用 key points、risk gates 和 common failure modes 诊断短答质量。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-046,free_response,Domain Core,risk gates: 把单一表征当成机理证明；忽略 BET/膜厚混杂；不说明证据边界,氧空位参与 NO2 响应的证据边界。,single_spectra_overclaim,在结果分析阶段，让模型用结构化回答完成无机化学/surface chemistry相关的机理解释与边界判断。,氧空位参与 NO2 响应的证据边界。,高分回答需要覆盖：XPS/EPR 边界；原位谱；可逆吸附；受控缺陷；排除形貌混杂,开放题无固定选项；rubric 用 key points、risk gates 和 common failure modes 诊断短答质量。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-047,free_response,Domain Core,risk gates: 只按材料热度选择；忽略湿度和柔性约束；把文献结论直接迁移,室温可穿戴 NH3 路线取舍。,single_material_without_constraints,在下一步计划阶段，让模型用结构化回答完成无机化学/material selection相关的下一步计划与路线取舍。,室温可穿戴 NH3 路线取舍。,高分回答需要覆盖：室温响应；湿度漂移；柔性兼容；功耗；并行筛选或路线选择,开放题无固定选项；rubric 用 key points、risk gates 和 common failure modes 诊断短答质量。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-048,multiple_choice,Domain Core,A: missing_control；B: best；C: data_quality_trap；D: data_quality_trap,识别题干中的决定性约束并给出可复核判断。,network_variability_miss,在结果分析阶段，判断模型能否从材料科学/nanostructures情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,network_variability_miss,当前语境下最优先，因为“网络接触随机性，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。；C: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。；D: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-049,multiple_choice,Domain Core,A: data_quality_trap；B: metric_overoptimization；C: best；D: missing_control,识别题干中的决定性约束并给出可复核判断。,porosity_stability_tradeoff,在结果分析阶段，判断模型能否从材料科学/porous films情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,porosity_stability_tradeoff,当前语境下最优先，因为“孔结构有稳定性代价，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。；B: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；D: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-050,multiple_choice,Domain Core,A: metric_overoptimization；B: evidence_scope_mismatch；C: data_quality_trap；D: best,识别题干中的决定性约束并给出可复核判断。,coating_transport_tradeoff,在实验设计阶段，判断模型能否从材料科学/thin films情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,coating_transport_tradeoff,当前语境下最优先，因为“扩散/位点受限，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；B: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。；C: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-051,multiple_choice,Domain Core,A: best；B: metric_overoptimization；C: metric_overoptimization；D: metric_overoptimization,识别题干中的决定性约束并给出可复核判断。,grain_stability_tradeoff_miss,在实验进行阶段，判断模型能否从材料科学/grain boundaries情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,grain_stability_tradeoff_miss,当前语境下最优先，因为“存在晶粒/稳定性权衡，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,B: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；C: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；D: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-052,multiple_choice,Domain Core,A: locally_true_contextually_wrong；B: best；C: data_quality_trap；D: evidence_scope_mismatch,识别题干中的决定性约束并给出可复核判断。,substrate_distribution_miss,在结果分析阶段，判断模型能否从材料科学/substrates情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,substrate_distribution_miss,当前语境下最优先，因为“毛细浸润均匀性，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。；C: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。；D: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-053,multiple_choice,Domain Core,A: metric_overoptimization；B: metric_overoptimization；C: best；D: data_quality_trap,识别题干中的决定性约束并给出可复核判断。,membrane_latency_hidden,在实验设计阶段，判断模型能否从材料科学/membranes情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,membrane_latency_hidden,当前语境下最优先，因为“选择性-延迟共同评分，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；B: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；D: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-054,multiple_choice,Domain Core,A: missing_control；B: missing_control；C: metric_overoptimization；D: best,识别题干中的决定性约束并给出可复核判断。,mof_humidity_overlook,在结果分析阶段，判断模型能否从材料科学/hybrid materials情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,mof_humidity_overlook,当前语境下最优先，因为“MOF 水稳定和吸附竞争，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。；B: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。；C: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-055,multiple_choice,Domain Core,A: best；B: evidence_scope_mismatch；C: evidence_scope_mismatch；D: missing_control,识别题干中的决定性约束并给出可复核判断。,contact_effect_miss,在结果分析阶段，判断模型能否从材料科学/electrodes情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,contact_effect_miss,当前语境下最优先，因为“接触电阻和界面势垒，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,B: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。；C: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。；D: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-056,multiple_choice,Domain Core,A: missing_control；B: best；C: metric_overoptimization；D: data_quality_trap,识别题干中的决定性约束并给出可复核判断。,mechanical_reliability_gap,在结果分析阶段，判断模型能否从材料科学/mechanical integrity情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,mechanical_reliability_gap,当前语境下最优先，因为“弯折循环-电阻-响应耦合，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在主变量明确后，这个动作可作为补充对照；但当前缺少关键控制变量，先做它不能回答题干主问题。；C: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；D: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-057,multiple_choice,Domain Core,A: metric_overoptimization；B: metric_overoptimization；C: best；D: data_quality_trap,识别题干中的决定性约束并给出可复核判断。,product_constraint_ignored,在结果分析阶段，判断模型能否从材料科学/thermal management情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,product_constraint_ignored,当前语境下最优先，因为“纳入功耗约束重排方案，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；B: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；D: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-058,multiple_choice,Domain Core,A: data_quality_trap；B: evidence_scope_mismatch；C: data_quality_trap；D: best,识别题干中的决定性约束并给出可复核判断。,packaging_transport_miss,在结果分析阶段，判断模型能否从材料科学/packaging情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,packaging_transport_miss,当前语境下最优先，因为“腔体死体积/扩散路径，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。；B: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。；C: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-059,multiple_choice,Domain Core,A: best；B: data_quality_trap；C: data_quality_trap；D: metric_overoptimization,识别题干中的决定性约束并给出可复核判断。,variance_ignored,在结果分析阶段，判断模型能否从材料科学/batch variability情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,variance_ignored,当前语境下最优先，因为“追溯制备批记录，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,B: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。；C: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。；D: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-060,free_response,Domain Core,risk gates: 提供 H2S 操作步骤；高响应即推进；缺少空白和安全 gate,H2S 多路线材料矩阵和产品边界。,route_comparison_missing,在下一步计划阶段，让模型用结构化回答完成材料科学/material matrix相关的实验设计与验证路径。,H2S 多路线材料矩阵和产品边界。,高分回答需要覆盖：三类路线；响应和恢复；选择性和漂移；安全审批；产品可用边界,开放题无固定选项；rubric 用 key points、risk gates 和 common failure modes 诊断短答质量。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-061,free_response,Domain Core,risk gates: 无 gate 直接推进样机；忽略批间一致性；忽略安全和封装约束,小试进入器件样机的准入 gate。,prototype_gate_single_metric,在下一步计划阶段，让模型用结构化回答完成材料科学/product gate相关的实验设计与验证路径。,小试进入器件样机的准入 gate。,高分回答需要覆盖：响应窗口；选择性；环境稳定；一致性；安全和封装,开放题无固定选项；rubric 用 key points、risk gates 和 common failure modes 诊断短答质量。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-062,multiple_choice,Domain Core,A: locally_true_contextually_wrong；B: best；C: locally_true_contextually_wrong；D: locally_true_contextually_wrong,识别题干中的决定性约束并给出可复核判断。,gas_class_blur,在文献分析阶段，判断模型能否从通用化学/redox情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,gas_class_blur,当前语境下最优先，因为“NO2 与 H2S，支撑当前优先判断，保留为阶段性参照”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。；C: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。；D: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-063,multiple_choice,Domain Core,A: evidence_scope_mismatch；B: mechanism_transfer_error；C: best；D: mechanism_transfer_error,识别题干中的决定性约束并给出可复核判断。,silver_salt_mechanism_error,在文献分析阶段，判断模型能否从通用化学/precipitation情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,silver_salt_mechanism_error,当前语境下最优先，因为“生成难溶深色硫化银，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。；B: 在材料类型和工况一致时，这个机理假设可能成立；但当前材料、载流子或工况不同，外推会造成机理错配。；D: 在材料类型和工况一致时，这个机理假设可能成立；但当前材料、载流子或工况不同，外推会造成机理错配。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-064,multiple_choice,Domain Core,A: locally_true_contextually_wrong；B: locally_true_contextually_wrong；C: locally_true_contextually_wrong；D: best,识别题干中的决定性约束并给出可复核判断。,chlorine_generation_safety_miss,在安全边界阶段，判断模型能否从通用化学/acid base情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,chlorine_generation_safety_miss,当前语境下最优先，因为“可能释放氯气，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。；B: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。；C: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-065,multiple_choice,Domain Core,A: best；B: locally_true_contextually_wrong；C: data_quality_trap；D: data_quality_trap,识别题干中的决定性约束并给出可复核判断。,ppm_condition_missing,在结果分析阶段，判断模型能否从通用化学/gas concentration情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,ppm_condition_missing,当前语境下最优先，因为“载气流量和湿度，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,B: 在关键混杂已经排除后，这个动作可作为后续路线比较；但当前核心不确定性未处理，把它提前会遮蔽主问题。；C: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。；D: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-066,multiple_choice,Domain Core,A: data_quality_trap；B: best；C: metric_overoptimization；D: safe_in_general_unsafe_here,识别题干中的决定性约束并给出可复核判断。,buffer_performance_tradeoff_miss,在结果分析阶段，判断模型能否从通用化学/buffering情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,buffer_performance_tradeoff_miss,当前语境下最优先，因为“缓冲是否抑制目标反应，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在原始记录完整且异常来源明确时，这个动作可适合先做记录整理；但当前异常尚未归因，先整理或删改数据会削弱证据链。；C: 在目标是单项性能摸底时，这个动作可以提供指标变化线索；但当前题干要求先解决研发判断，单项指标不能作为主依据。；D: 在设施、暴露和废弃物边界已经确认时，这个动作可作为受控探索；但当前安全或设施边界没有闭合，不适合作为首选动作。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-067,multiple_choice,Domain Core,A: evidence_scope_mismatch；B: mechanism_transfer_error；C: best；D: safe_in_general_unsafe_here,识别题干中的决定性约束并给出可复核判断。,single_property_selection,在安全边界阶段，判断模型能否从通用化学/solubility情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,single_property_selection,当前语境下最优先，因为“还要看成膜和反应，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。；B: 在材料类型和工况一致时，这个机理假设可能成立；但当前材料、载流子或工况不同，外推会造成机理错配。；D: 在设施、暴露和废弃物边界已经确认时，这个动作可作为受控探索；但当前安全或设施边界没有闭合，不适合作为首选动作。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
SGS-068,multiple_choice,Domain Core,A: mechanism_transfer_error；B: evidence_scope_mismatch；C: mechanism_transfer_error；D: best,识别题干中的决定性约束并给出可复核判断。,ventilation_undercontrol,在安全边界阶段，判断模型能否从通用化学/gas properties情境中选出最符合研发约束的动作，并识别其他选项的隐藏问题。,ventilation_undercontrol,当前语境下最优先，因为“毒性和局部积聚风险，支撑当前优先判断”最直接回答题干的核心不确定性，并保留必要的证据边界。,A: 在材料类型和工况一致时，这个机理假设可能成立；但当前材料、载流子或工况不同，外推会造成机理错配。；B: 在证据链已经闭合时，这个解释可以作为候选结论；但当前证据只支持相关线索，还不足以推出该结论。；C: 在材料类型和工况一致时，这个机理假设可能成立；但当前材料、载流子或工况不同，外推会造成机理错配。,该题把真实研发约束压缩为可评分信号，强调证据边界、路线取舍、安全约束和错误归因。
