priority,package,archive,member_path,sha256,packaged_sha256_status,category,disposition,selected_target,conflict_basis,preserved_location,score_impact
4,free_response,4-sgs152_v0.6_review_package.zip,01_free_response_design_review/free_response_item_review.csv,a1622a811b5bb6161d15851520403ab14c2ea8084ac718788f9bc5bea24fb47e,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,01_free_response_design_review/hard_fail_reclassification.csv,005c1d18e55d2a6ea287ed89d19a90050283ec4ab7e13c2eed93fc96e010431b,verified,release_input,selected_and_integrated,04_free_response_adjudication/hard_fail_reclassification.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,01_free_response_design_review/risk_gate_audit.csv,fcb7d5c76503ac7e8fceac218fe8a209113809c52178ed44eb200a444e023d35,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,01_free_response_design_review/rubric_interpretation_v0.6.0.csv,d79454ea37e2ed5f827d73cdd9a8157d18c1b80341c0e266d7b8f4db2a5baaf5,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,02_full_response_adjudication/adjudication_notes.md,e205a021a5878078837b41514a0c06627f6367ea84b5b7f5b04a373dd816af07,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,possible
4,free_response,4-sgs152_v0.6_review_package.zip,02_full_response_adjudication/confirmed_hard_fails.csv,4fbe4b7a28a4947d3b63252391cee0a50f24f272d4f4e2201cba9715b2c08d2e,verified,release_input,selected_and_integrated,04_free_response_adjudication/confirmed_hard_fails.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,possible
4,free_response,4-sgs152_v0.6_review_package.zip,02_full_response_adjudication/full_review_by_dimension.csv,68af18428996e957e96bbc673fef9380806746ba78a1c8b9466944d7b011975c,verified,release_input,selected_and_integrated,04_free_response_adjudication/full_review_by_dimension.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,possible
4,free_response,4-sgs152_v0.6_review_package.zip,02_full_response_adjudication/full_review_by_item.csv,681e57377d36c72b86ef4eec263c022445f436f403a9be26f86aca9bcee4c0eb,verified,release_input,selected_and_integrated,04_free_response_adjudication/full_review_by_item.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,possible
4,free_response,4-sgs152_v0.6_review_package.zip,02_full_response_adjudication/official_free_response_summary.csv,546f7144837c89e10f239d546e4cc6b4d398e50419668b8cf0a485e41ab5b950,verified,release_input,selected_and_integrated,04_free_response_adjudication/official_free_response_summary.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,possible
4,free_response,4-sgs152_v0.6_review_package.zip,02_full_response_adjudication/score_overrides.csv,c7c8b52c4e370b203f2dab11d19a8469f55da36a5ba92ec87be5635827c5eda7,verified,release_input,selected_and_integrated,04_free_response_adjudication/score_overrides.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,possible
4,free_response,4-sgs152_v0.6_review_package.zip,03_judge_reliability/judge_disagreement_cases.csv,985270bf3bc720e69f2ef3786d8f498ba13865b9c67f73e5ce5a7d1b47452022,verified,release_input,selected_and_integrated,05_judge_reliability/judge_disagreement_cases.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,03_judge_reliability/judge_protocol_recommendations.md,1c6c6b21251009737a0853e9cccb86a7b4e01449a20acbd7bd45a4cf26cf3d77,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,03_judge_reliability/judge_reliability_metrics.csv,5c686451ca020fadedd513840a1fdb6a9c3671371c26214a776282f24bad076b,verified,release_input,selected_and_integrated,05_judge_reliability/judge_reliability_metrics.csv,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,03_judge_reliability/judge_reliability_report.md,243a0d0aa998f981afde69c2a7977fe3e3c84ca449cf944232df259abf2ff6a3,verified,release_input,selected_and_integrated,05_judge_reliability/judge_reliability_report.md,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,04_mcq_review/mcq_factual_review_queue.csv,a85cc2e1c523017e293f3fa3de73ec5d69278449d71a0538670bdb12a44ce887,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,04_mcq_review/mcq_option_review_protocol.md,567be0164529b63581ab8c23d6d5c3f642092bbd68ca73a21fb43772b6ac2675,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,04_mcq_review/mcq_result_interpretation.md,85bdf1fb9501c276408c85d04b4f7a986043ea5071bda2a46b30af2ddc3d42d1,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,04_mcq_review/mcq_review_limitations.md,2f8d472cb8d6e6cf9cca811a0b467d0116e1564bf838da14f5a1630824d4cf9f,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,04_mcq_review/mcq_structural_review.csv,75d7396d704be1cfbdcd3f0ed0dd8ffd2b4cb7734bba45b88ae40ba9eb65b707,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,05_diagnostic_sets/diagnostic_set_review.csv,adb7d119525ebae45da916cac03252426651f2a7a006a342cd3b8d15d92146a5,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,05_diagnostic_sets/diagnostic_statistical_summary.csv,4572878cba5d42960ea093c936dc988a42a3cde0ad29be14c189de84f093ddb6,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,05_diagnostic_sets/hard50_calibration.md,c418163e953178bb4adf0b545cc6356a228d6b2e3422a64061516291d61cd4db,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,05_diagnostic_sets/robustness_review.md,2ef7b92f1d4cc0e4f39c6c750d2fc924d64a4237a3996abd0189c1361a1662e5,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,06_evidence/claim_evidence_ledger.csv,58fe32f3dec465900100786f187254489540f13af8912588a998179a80cb1912,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,06_evidence/evidence_gaps.csv,fa8609e831d7898c8f422342d2651a3518d97dcade8384df20db227850ea501e,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,06_evidence/source_quality_review.csv,78759bf77612c19700b4b5a5c9fb19a1ab99f432a9cdadf9be666b024ebae5ac,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,07_statistics/coverage_and_limits.md,65cdc2e5513c2542c38b4c938ae5f8ca537c6bfb92c5b8440d71f566bbd06882,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,07_statistics/model_score_summary.csv,546f7144837c89e10f239d546e4cc6b4d398e50419668b8cf0a485e41ab5b950,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,07_statistics/ranking_stability_analysis.md,61ae7833d5c02f1b76c2ecdddf6888d583fd42659dc4febd3865ecd600d97a61,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,07_statistics/review_statistics.json,e65e060efeea1a3344fe18a3d6bdb207212aba2b8fa56479b384c97a52dc1848,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,08_codex_handoff/codex_change_map.csv,40cef0229037407dc356e6a5418eacf6117d82ee26c401b84e8fd901513d50d6,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,08_codex_handoff/codex_execution_prompt.md,a7656a333715316bc00dd1ed51bba57c33d4d574430b9c95347b7d8f652e1a23,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,08_codex_handoff/codex_local_raw_archive_verification.md,1cb400fbab388f4409410ac3affab3b321315f14fa317163e4352e5e251e4d2f,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,08_codex_handoff/release_file_update_plan.md,e9bcc088f500c12d41c7b998453b27a66251fe97a4eab3ac8299071e102b1f64,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,08_codex_handoff/v0.6.0_release_checklist.md,7f924f2da222d83ae09890446cdd25f54286a11e0103b84abd0961d97452750f,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,FINAL_REVIEW_REPORT.md,8771bb390433f581a346efd51c1334e7b2694df23a6c2d2945798a37f8933bea,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,README.md,805d87d37d62a3b47ad1a1b0a5c397e05ebf73c7fcaf77ea5d402858d6a0bf97,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,SHA256SUMS.txt,1df6b2312dc7b88ffd43e88f72f803d7b5a28584e831bdcee7b5bf167e31cc9d,not_listed_self_manifest,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,manifest.json,f6ab394543d3b930da145dff94b3b3be2a2e752b6e169d0d4373dd35096c8f71,verified,required_document,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,project_owner_confirmation_queue.csv,d722158152343acc50488c89702a8b5578710b4c3c757c4f5a48b35ba16244a3,verified,release_input,reviewed_and_preserved_in_exact_source_archive,,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
4,free_response,4-sgs152_v0.6_review_package.zip,review_dashboard.xlsx,25bdbdae93f3f6f910d0ba0a13ac2e73aaa907bba7807d48d26480dce18a4766,verified,release_input,selected_and_integrated,dashboards/free_response_review_dashboard.xlsx,owner priority plus artifact purpose,review/internal_provenance/source_packages/4-sgs152_v0.6_review_package.zip,none
