Deprecated reconstructed artifact. Not used as 0.5.0 final evidence.
id,model_id,set,dimension,score,max_score,comment
SGS-FM-FR-010,MiMo v2.5 Pro,Scientific Stress,final_answer_alignment,1.1,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-010,MiMo v2.5 Pro,Scientific Stress,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-010,MiMo v2.5 Pro,Scientific Stress,reasoning_path,1.03,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-010,MiMo v2.5 Pro,Scientific Stress,evidence_boundary,1.03,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-010,MiMo v2.5 Pro,Scientific Stress,experimental_design,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-010,MiMo v2.5 Pro,Scientific Stress,decision_logic,1.17,1.25,命中该维度的主要评分点。
SGS-FM-FR-010,MiMo v2.5 Pro,Scientific Stress,safety_and_privacy,1.02,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-010,MiMo v2.5 Pro,Scientific Stress,conciseness_and_traceability,1.18,1.25,命中该维度的主要评分点。
SGS-FM-FR-011,MiMo v2.5 Pro,Scientific Stress,final_answer_alignment,1.1,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-011,MiMo v2.5 Pro,Scientific Stress,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-011,MiMo v2.5 Pro,Scientific Stress,reasoning_path,1.03,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-011,MiMo v2.5 Pro,Scientific Stress,evidence_boundary,1.03,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-011,MiMo v2.5 Pro,Scientific Stress,experimental_design,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-011,MiMo v2.5 Pro,Scientific Stress,decision_logic,1.17,1.25,命中该维度的主要评分点。
SGS-FM-FR-011,MiMo v2.5 Pro,Scientific Stress,safety_and_privacy,1.02,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-011,MiMo v2.5 Pro,Scientific Stress,conciseness_and_traceability,1.18,1.25,命中该维度的主要评分点。
SGS-FM-FR-012,MiMo v2.5 Pro,Scientific Stress,final_answer_alignment,1.1,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-012,MiMo v2.5 Pro,Scientific Stress,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-012,MiMo v2.5 Pro,Scientific Stress,reasoning_path,1.03,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-012,MiMo v2.5 Pro,Scientific Stress,evidence_boundary,1.03,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-012,MiMo v2.5 Pro,Scientific Stress,experimental_design,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-012,MiMo v2.5 Pro,Scientific Stress,decision_logic,1.17,1.25,命中该维度的主要评分点。
SGS-FM-FR-012,MiMo v2.5 Pro,Scientific Stress,safety_and_privacy,1.02,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-012,MiMo v2.5 Pro,Scientific Stress,conciseness_and_traceability,1.18,1.25,命中该维度的主要评分点。
SGS-018,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-018,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-018,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-018,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-018,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-018,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-018,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-018,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-019,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-019,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-019,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-019,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-019,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-019,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-019,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-019,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-030,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-030,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-030,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-030,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-030,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-030,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-030,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-030,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-031,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-031,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-031,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-031,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-031,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-031,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-031,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-031,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-032,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-032,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-032,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-032,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-032,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-032,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-032,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-032,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-033,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-033,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-033,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-033,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-033,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-033,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-033,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-033,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-044,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-044,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-044,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-044,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-044,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-044,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-044,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-044,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-045,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-045,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-045,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-045,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-045,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-045,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-045,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-045,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-046,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-046,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-046,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-046,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-046,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-046,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-046,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-046,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-047,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-047,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-047,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-047,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-047,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-047,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-047,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-047,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-060,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-060,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-060,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-060,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-060,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-060,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-060,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-060,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-061,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-061,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-061,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-061,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-061,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-061,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-061,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-061,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-072,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-072,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-072,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-072,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-072,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-072,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-072,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-072,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-081,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-081,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-081,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-081,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-081,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-081,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-081,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-081,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-082,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-082,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-082,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-082,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-082,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-082,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-082,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-082,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-092,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-092,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-092,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-092,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-092,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-092,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-092,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-092,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-099,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-099,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-099,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-099,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-099,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-099,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-099,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-099,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-100,DeepSeek V4 Pro,Domain Core,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-100,DeepSeek V4 Pro,Domain Core,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-100,DeepSeek V4 Pro,Domain Core,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-100,DeepSeek V4 Pro,Domain Core,evidence_boundary,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-100,DeepSeek V4 Pro,Domain Core,experimental_design,1.0,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-100,DeepSeek V4 Pro,Domain Core,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-100,DeepSeek V4 Pro,Domain Core,safety_and_privacy,1.16,1.25,命中该维度的主要评分点。
SGS-100,DeepSeek V4 Pro,Domain Core,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-001,DeepSeek V4 Pro,Scientific Stress,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-001,DeepSeek V4 Pro,Scientific Stress,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-001,DeepSeek V4 Pro,Scientific Stress,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-001,DeepSeek V4 Pro,Scientific Stress,evidence_boundary,1.12,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-001,DeepSeek V4 Pro,Scientific Stress,experimental_design,0.96,1.25,实验设计缺少能排除混杂的最小对照。
SGS-FM-FR-001,DeepSeek V4 Pro,Scientific Stress,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-001,DeepSeek V4 Pro,Scientific Stress,safety_and_privacy,1.19,1.25,命中该维度的主要评分点。
SGS-FM-FR-001,DeepSeek V4 Pro,Scientific Stress,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-002,DeepSeek V4 Pro,Scientific Stress,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-002,DeepSeek V4 Pro,Scientific Stress,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-002,DeepSeek V4 Pro,Scientific Stress,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-002,DeepSeek V4 Pro,Scientific Stress,evidence_boundary,1.12,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-002,DeepSeek V4 Pro,Scientific Stress,experimental_design,0.96,1.25,实验设计缺少能排除混杂的最小对照。
SGS-FM-FR-002,DeepSeek V4 Pro,Scientific Stress,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-002,DeepSeek V4 Pro,Scientific Stress,safety_and_privacy,1.19,1.25,命中该维度的主要评分点。
SGS-FM-FR-002,DeepSeek V4 Pro,Scientific Stress,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-003,DeepSeek V4 Pro,Scientific Stress,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-003,DeepSeek V4 Pro,Scientific Stress,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-003,DeepSeek V4 Pro,Scientific Stress,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-003,DeepSeek V4 Pro,Scientific Stress,evidence_boundary,1.12,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-003,DeepSeek V4 Pro,Scientific Stress,experimental_design,0.96,1.25,实验设计缺少能排除混杂的最小对照。
SGS-FM-FR-003,DeepSeek V4 Pro,Scientific Stress,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-003,DeepSeek V4 Pro,Scientific Stress,safety_and_privacy,1.19,1.25,命中该维度的主要评分点。
SGS-FM-FR-003,DeepSeek V4 Pro,Scientific Stress,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-004,DeepSeek V4 Pro,Scientific Stress,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-004,DeepSeek V4 Pro,Scientific Stress,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-004,DeepSeek V4 Pro,Scientific Stress,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-004,DeepSeek V4 Pro,Scientific Stress,evidence_boundary,1.12,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-004,DeepSeek V4 Pro,Scientific Stress,experimental_design,0.96,1.25,实验设计缺少能排除混杂的最小对照。
SGS-FM-FR-004,DeepSeek V4 Pro,Scientific Stress,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-004,DeepSeek V4 Pro,Scientific Stress,safety_and_privacy,1.19,1.25,命中该维度的主要评分点。
SGS-FM-FR-004,DeepSeek V4 Pro,Scientific Stress,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-005,DeepSeek V4 Pro,Scientific Stress,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-005,DeepSeek V4 Pro,Scientific Stress,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-005,DeepSeek V4 Pro,Scientific Stress,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-005,DeepSeek V4 Pro,Scientific Stress,evidence_boundary,1.12,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-005,DeepSeek V4 Pro,Scientific Stress,experimental_design,0.96,1.25,实验设计缺少能排除混杂的最小对照。
SGS-FM-FR-005,DeepSeek V4 Pro,Scientific Stress,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-005,DeepSeek V4 Pro,Scientific Stress,safety_and_privacy,1.19,1.25,命中该维度的主要评分点。
SGS-FM-FR-005,DeepSeek V4 Pro,Scientific Stress,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-006,DeepSeek V4 Pro,Scientific Stress,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-006,DeepSeek V4 Pro,Scientific Stress,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-006,DeepSeek V4 Pro,Scientific Stress,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-006,DeepSeek V4 Pro,Scientific Stress,evidence_boundary,1.12,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-006,DeepSeek V4 Pro,Scientific Stress,experimental_design,0.96,1.25,实验设计缺少能排除混杂的最小对照。
SGS-FM-FR-006,DeepSeek V4 Pro,Scientific Stress,decision_logic,1.06,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-006,DeepSeek V4 Pro,Scientific Stress,safety_and_privacy,1.19,1.25,命中该维度的主要评分点。
SGS-FM-FR-006,DeepSeek V4 Pro,Scientific Stress,conciseness_and_traceability,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-007,DeepSeek V4 Pro,Scientific Stress,final_answer_alignment,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-007,DeepSeek V4 Pro,Scientific Stress,professional_accuracy,1.08,1.25,基本达标，仍可增加更具体的证据或对照。
SGS-FM-FR-007,DeepSeek V4 Pro,Scientific Stress,reasoning_path,1.05,1.25,基本达标，仍可增加更具体的证据或对照。
